Topic,Word,Frequency
1541,best,1
1542,class,1
1543,hand,1
1544,bag,1
1545,scanning,1
1546,amp,1
1547,professional,1
1548,helpsingapore,1
1549,second,1
1550,page,1
1551,print,1
1552,tigerairways,1
1553,cooperati,1
1554,starts,1
1555,30,1
1556,day,1
1557,japan,1
1558,singapore,1
1559,nz,1
1560,philippines,1
1561,finland,1
1562,laos,1
1563,vietnam,1
1564,myanmar,1
1565,cambodia,1
1566,indian,1
1567,nationals,1
1568,11,1
1569,countries,1
1570,travel,1
1571,karnataka,1
1572,hc,1
1573,acquits,1
1574,woman,1
1575,bribery,1
1576,charges,1
1577,foreigners,2
