Topic,Word,Frequency
1741,interaction,1
1742,choreographer,1
1743,yusuff,1
1744,harassed,1
1745,kisko,1
1746,chutiya,1
1747,bana,1
1748,raha,1
1749,hai,1
1750,monday,1
1751,take,3
1752,guarded,1
1753,cisf,2
1754,majority,1
1755,hindi,2
1756,speakers,1
1757,tell,3
1758,name,1
1759,batch,1
1760,uniform,1
1761,shameful,1
1762,harassment,1
1763,yousuf,1
1764,long,5
1765,escalates,1
1766,lynching,1
1767,seems,1
1768,opportunities,1
1769,days,1
1770,faking,1
1771,publicity,1
1772,never,2
1773,saw,2
1774,even,3
1775,one,4
1776,found,1
1777,chill,1
1778,guys,4
1779,auto,1
1780,english,2
1781,knowledge,1
1782,bhimaru,1
1783,states,1
1784,engineer,1
1785,baglanayantara,1
1786,matter,1
1787,travel,6
1788,always,2
1789,feel,2
1790,worst,1
1791,hit,1
1792,become,1
1793,hell,1
1794,sure,1
1795,u,1
1796,fix,1
1797,domestic,1
1798,1,2
1799,hour,1
1800,security,3
1801,international,1
1802,30,1
1803,mins,1
1804,jour,1
1805,que,1
1806,12,1
1807,30am,1
1808,super,1
1809,crazy,1
1810,unhealthy,1
