Topic,Word,Frequency
1358,view,1
1359,traveled,1
1360,mysore,1
1361,finding,2
1362,petrol,1
1363,pump,1
1364,difficult,1
1365,til,1
1366,karnataka,1
1367,style,1
1368,restaurant,2
1369,t3,1
1370,delhi,1
1371,high,1
1372,one,2
1373,veena,1
1374,stores,1
1375,banagalore,1
1376,cafe,1
1377,equivalent,1
1378,fast,1
1379,disappearing,1
1380,huh,1
1381,pretty,1
1382,comprehensive,1
1383,landside,1
1384,2011,1
1385,precise,1
1386,could,2
1387,found,1
1388,inside,2
1389,terminal,2
1390,abundance,1
1391,tanuisance,1
1392,would,1
1393,eat,1
1394,droppings,1
1395,fact,1
1396,last,1
1397,saw,1
1398,close,2
1399,departure,1
1400,sharing,1
1401,6,1
1402,yrs,1
1403,ago,1
1404,getting,1
1405,better,3
1406,opinion,1
1407,takes,1
1408,least,1
1409,baggage,1
1410,arrival,1
1411,acrosss,1
1412,india,3
1413,seen,1
1414,efficiency,1
1415,anywhere,2
1416,else,2
1417,thank,1
1418,staying,1
1419,connected,1
1420,coupon,1
1421,applicable,2
1422,case,1
1423,order,1
1424,placed,1
1425,swiggy,1
1426,specialized,1
1427,kiosk,2
1428,located,1
1429,regret,1
1430,regular,1
1431,orders,1
1432,hopping,1
1433,around,3
1434,airlines,1
1435,charge,1
1436,500,1
1437,bucks,1
1438,crappy,1
1439,quite,1
1440,decent,1
1441,jet,1
1442,lounge,1
1443,even,1
1444,try,2
1445,costly,1
1446,tasty,1
1447,biggest,1
1448,challenge,1
1449,seat,1
1450,birds,1
1451,remember,1
1452,disturbed,1
1453,going,1
1454,extinct,1
1455,urban,1
1456,areas,1
1457,visit,1
1458,funnily,1
1459,though,1
1460,see,1
1461,lots,2
1462,move,1
1463,w,1
1464,fear,1
1465,taste,1
1466,filled,1
1467,mall,1
1468,many,3
1469,sucks,1
1470,big,1
1471,sparrow,2
1472,invasion,2
1473,normal,2
1474,flying,1
1475,picking,1
1476,left,1
1477,behind,1
1478,company,1
1479,u,1
1480,get,1
1481,species,1
1482,wings,1
1483,thick,1
1484,dense,1
1485,fog,1
1486,flight,2
1487,operations,1
1488,go,1
1489,haywire,1
1490,news,1
1491,record,1
1492,breaking,1
1493,sale,1
1494,dosas,1
1495,using,1
1496,self,1
1497,ordering,1
1498,dangerous,1
1499,rt,1
1500,sachinkalbag,1
1501,young,1
1502,prozpekt,1
1503,lol,1
1504,n,1
1505,half,1
1506,smooth,1
1507,Landing,1
1508,Woman,1
1509,Pilots,1
1510,Indigo,1
1511,6E,1
1512,229,1
1513,Chennai,1
1514,Airport.The,1
1515,damn,1
1516,good!,1
1517,2nd,1
1518,pic,1
1519,Karela,1
1520,(bitter,1
1521,gourd).,1
1522,Bangalore,5
1523,Aviation,1
1524,.,2
1525,person,1
1526,screaming,1
1527,water.There,1
1528,free,1
1529,water,2
1530,fountains,1
1531,airport.,3
1532,Go,1
1533,drink,1
1534,Checked,1
1535,street,2
1536,food-style,1
1537,stalls,1
1538,feel,1
1539,I'm,1
1540,market.,1
1541,Time,1
1542,dessert.,1
1543,gelato,1
1544,Airport,5
1545,sweet,1
1546,treat,1
1547,beat,2
1548,heat.,2
1549,Love,1
1550,BLR,4
1551,wide,1
1552,selection,1
1553,fresh,2
1554,fruit,2
1555,juices.,1
1556,Staying,2
1557,healthy,2
1558,traveling.,1
1559,Tried,2
1560,local,3
1561,mango,1
1562,lassi.,1
1563,refreshing.,1
1564,miss,1
1565,chaat,1
1566,stall,1
1567,Airport.,3
1568,flavor,1
1569,explosion,1
1570,every,1
1571,bite.,1
1572,Stumbled,1
1573,upon,1
1574,bakery,3
