Topic,Word,Frequency
1651,crumbs,2
1652,constant,1
1653,refrain,1
1654,tweets,1
1655,chai,2
1656,point,1
1657,serves,1
1658,boiled,1
1659,tea,4
1660,though,1
1661,costs,1
1662,rs,1
1663,25,1
1664,cannot,1
1665,b,1
1666,customized,1
1667,still,1
1668,better,2
1669,brown,1
1670,diarrhea,1
1671,reached,1
1672,wait,1
1673,4,1
1674,hours,1
1675,currently,1
1676,sitting,1
1677,hall,6
1678,domestic,3
1679,terminal,3
1680,bangalor,1
1681,guy,2
1682,moved,1
1683,remembered,1
1684,2,1
1685,years,1
1686,ago,1
1687,order,1
1688,mocha,1
1689,cafecoffeedaycafe,1
1690,served,1
1691,tamarind,1
1692,sauce,1
1693,sandwich,1
1694,local,2
1695,favorite,1
1696,think,1
1697,cafecoffeeday,1
1698,wtf,1
1699,stole,1
1700,seat,2
1701,eventhough,1
1702,reserved,1
1703,tissue,1
1704,packet,1
1705,kind,1
1706,people,1
1707,else,1
1708,wanted,1
1709,fmr,1
1710,wants,1
1711,join,1
1712,gate,1
1713,20,1
1714,audacious,1
1715,atwitter,1
1716,table,1
1717,foraging,1
1718,water,1
1719,airports,1
1720,flight.,2
1721,"Requesting,This",1
1722,week,1
1723,paid,1
1724,Starbucks,1
1725,Bangalore,3
1726,Sydney,1
1727,airport.,3
1728,chance,1
1729,drop,1
1730,Wolfgang,1
1731,Puck,1
1732,Airport,3
1733,T2,1
1734,left,1
1735,super,1
1736,unimpressed!,1
1737,avocado,1
1738,toast,1
1739,Caesar,1
1740,salad.,1
1741,Food,1
1742,average,1
1743,service.,1
1744,First,1
1745,stop,1
1746,BLR,1
1747,Airport:,1
1748,piping,1
1749,cup,6
1750,filter,2
1751,coffee.,1
1752,There's,1
1753,nothing,1
1754,South,1
1755,Indian,1
1756,day.,2
1757,Quick,1
